ID;ICD-10-Code;ICD-O-Code;ICD-10 Text;Label;Topography Text;Extended Label;Prompt Text
I53532;C44.2;C44.2;Sonstige bösartige Neubildungen: Haut des Ohres und des äußeren Gehörganges;Zeruminöses Karzinom;Äußeres Ohr;Zeruminöses Karzinom (Äußeres Ohr);Sonstige bösartige Neubildungen: Haut des Ohres und des äußeren Gehörganges (Äußeres Ohr)
I97222;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Augenbrauenbasaliom;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Augenbrauenbasaliom (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I66461;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Basaliom des medialen Jochbogens;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Basaliom des medialen Jochbogens (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I57082;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Basalzellkarzinom der Wange;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Basalzellkarzinom der Wange (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I08405;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Basalzellkarzinom des Oberkiefers;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Basalzellkarzinom des Oberkiefers (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I73264;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Bösartige Neubildung der äußeren Nase;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Bösartige Neubildung der äußeren Nase (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I93471;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Bösartige Neubildung der Columella nasi;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Bösartige Neubildung der Columella nasi (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I07298;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Bösartige Neubildung der Haut der Augenbraue;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Bösartige Neubildung der Haut der Augenbraue (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I62440;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Bösartige Neubildung der Haut der Schläfe;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Bösartige Neubildung der Haut der Schläfe (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I51684;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Bösartige Neubildung der Kieferhaut;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Bösartige Neubildung der Kieferhaut (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I75306;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Bösartige Neubildung der Kinnhaut;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Bösartige Neubildung der Kinnhaut (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I52675;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Bösartige Neubildung der Nasenhaut;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Bösartige Neubildung der Nasenhaut (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I37177;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Bösartige Neubildung der Nasolabialfalte;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Bösartige Neubildung der Nasolabialfalte (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I68762;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Bösartige Neubildung der Stirnhaut;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Bösartige Neubildung der Stirnhaut (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I12497;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Bösartige Neubildung der Wangenaußenseite;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Bösartige Neubildung der Wangenaußenseite (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I73068;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Bösartige Neubildung des Ala nasi externa;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Bösartige Neubildung des Ala nasi externa (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I06623;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Bösartige Neubildung des Nasenflügels;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Bösartige Neubildung des Nasenflügels (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I58995;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Gesichtsbasaliom;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Gesichtsbasaliom (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I13158;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Gesichtshautbasaliom;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Gesichtshautbasaliom (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I16743;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Gesichtshautkarzinom;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Gesichtshautkarzinom (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I52093;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Gesichtshautspinaliom;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Gesichtshautspinaliom (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I48447;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Karzinom der Haut der Augenbraue;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Karzinom der Haut der Augenbraue (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I01947;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Karzinom der Haut der Schläfe;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Karzinom der Haut der Schläfe (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I99734_1;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Merkel-Zell-Karzinom der Gesichtshaut;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Merkel-Zell-Karzinom der Gesichtshaut (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I79546;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Nasenbasaliom;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Nasenbasaliom (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I59201;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Nasenspinaliom;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Nasenspinaliom (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I53857;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Nichtmelanomartige bösartige Neubildung der Gesichtshaut a.n.k.;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Nichtmelanomartige bösartige Neubildung der Gesichtshaut a.n.k. (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I85182;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Nichtmelanomartige bösartige Neubildung der Haut der Columella nasi;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Nichtmelanomartige bösartige Neubildung der Haut der Columella nasi (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I21674_1;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Nichtmelanomartige bösartige Neubildung der Kieferhaut;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Nichtmelanomartige bösartige Neubildung der Kieferhaut (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I42739;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Nichtmelanomartige bösartige Neubildung der Kinnhaut;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Nichtmelanomartige bösartige Neubildung der Kinnhaut (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I29717;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Nichtmelanomartige bösartige Neubildung der Nasenflügelhaut;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Nichtmelanomartige bösartige Neubildung der Nasenflügelhaut (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I45406;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Nichtmelanomartige bösartige Neubildung der Nasenhaut;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Nichtmelanomartige bösartige Neubildung der Nasenhaut (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I79082;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Nichtmelanomartige bösartige Neubildung der Stirnhaut;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Nichtmelanomartige bösartige Neubildung der Stirnhaut (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I07282;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Nichtmelanomartige bösartige Neubildung der Wangenhaut;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Nichtmelanomartige bösartige Neubildung der Wangenhaut (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I62654;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Schläfenbasaliom;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Schläfenbasaliom (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I22740;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Schläfenspinaliom;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Schläfenspinaliom (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I86716;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Stirnbasaliom;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Stirnbasaliom (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I51047;C44.3;C44.3;Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Wangenbasaliom;Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes;Wangenbasaliom (Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes);Sonstige bösartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
I70629;C44.4;C44.4;Sonstige bösartige Neubildungen: Behaarte Kopfhaut und Haut des Halses;Angiosarkom der Kopfhaut;Behaarte Kopfhaut und Haut am Hals;Angiosarkom der Kopfhaut (Behaarte Kopfhaut und Haut am Hals);Sonstige bösartige Neubildungen: Behaarte Kopfhaut und Haut des Halses (Behaarte Kopfhaut und Haut am Hals)
I69256;C44.4;C44.4;Sonstige bösartige Neubildungen: Behaarte Kopfhaut und Haut des Halses;Basaliom der behaarten Kopfhaut;Behaarte Kopfhaut und Haut am Hals;Basaliom der behaarten Kopfhaut (Behaarte Kopfhaut und Haut am Hals);Sonstige bösartige Neubildungen: Behaarte Kopfhaut und Haut des Halses (Behaarte Kopfhaut und Haut am Hals)
I54917;C44.4;C44.4;Sonstige bösartige Neubildungen: Behaarte Kopfhaut und Haut des Halses;Bösartige Neubildung der Haut des Halses;Behaarte Kopfhaut und Haut am Hals;Bösartige Neubildung der Haut des Halses (Behaarte Kopfhaut und Haut am Hals);Sonstige bösartige Neubildungen: Behaarte Kopfhaut und Haut des Halses (Behaarte Kopfhaut und Haut am Hals)
I22171;C44.4;C44.4;Sonstige bösartige Neubildungen: Behaarte Kopfhaut und Haut des Halses;Bösartige Neubildung der Kopfhaut;Behaarte Kopfhaut und Haut am Hals;Bösartige Neubildung der Kopfhaut (Behaarte Kopfhaut und Haut am Hals);Sonstige bösartige Neubildungen: Behaarte Kopfhaut und Haut des Halses (Behaarte Kopfhaut und Haut am Hals)
I54962_1;C44.4;C44.4;Sonstige bösartige Neubildungen: Behaarte Kopfhaut und Haut des Halses;Bösartige Neubildung der Kopfschwarte;Behaarte Kopfhaut und Haut am Hals;Bösartige Neubildung der Kopfschwarte (Behaarte Kopfhaut und Haut am Hals);Sonstige bösartige Neubildungen: Behaarte Kopfhaut und Haut des Halses (Behaarte Kopfhaut und Haut am Hals)
I83947;C44.4;C44.4;Sonstige bösartige Neubildungen: Behaarte Kopfhaut und Haut des Halses;Dermatofibrosarcoma protuberans der Haut des Halses;Behaarte Kopfhaut und Haut am Hals;Dermatofibrosarcoma protuberans der Haut des Halses (Behaarte Kopfhaut und Haut am Hals);Sonstige bösartige Neubildungen: Behaarte Kopfhaut und Haut des Halses (Behaarte Kopfhaut und Haut am Hals)
I53286;C44.4;C44.4;Sonstige bösartige Neubildungen: Behaarte Kopfhaut und Haut des Halses;Dermatofibrosarcoma protuberans der Kopfhaut;Behaarte Kopfhaut und Haut am Hals;Dermatofibrosarcoma protuberans der Kopfhaut (Behaarte Kopfhaut und Haut am Hals);Sonstige bösartige Neubildungen: Behaarte Kopfhaut und Haut des Halses (Behaarte Kopfhaut und Haut am Hals)
I80287_2;C44.4;C44.4;Sonstige bösartige Neubildungen: Behaarte Kopfhaut und Haut des Halses;Halsbasaliom;Behaarte Kopfhaut und Haut am Hals;Halsbasaliom (Behaarte Kopfhaut und Haut am Hals);Sonstige bösartige Neubildungen: Behaarte Kopfhaut und Haut des Halses (Behaarte Kopfhaut und Haut am Hals)
